math score,reading score,writing score,StudentID,average_score,gender_male,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_standard,test preparation course_none,pass_fail_Pass,Gender
67,69,75,27,70.33333333333333,False,False,True,False,False,True,False,False,False,False,True,True,True,female
70,70,65,28,68.33333333333333,True,False,True,False,False,False,True,False,False,False,True,True,True,male
62,70,75,29,69.0,False,False,False,True,False,False,False,True,False,False,True,True,True,female
69,74,74,30,72.33333333333333,False,False,False,True,False,False,False,False,True,False,True,True,True,female
63,65,61,31,63.0,False,True,False,False,False,False,False,False,True,False,True,True,True,female
56,72,65,32,64.33333333333333,False,False,False,False,True,False,False,True,False,False,False,True,True,female
40,42,38,33,40.0,True,False,False,True,False,False,False,False,True,False,True,True,False,male
97,87,82,34,88.66666666666667,True,False,False,False,True,False,False,False,True,False,True,True,True,male
81,81,79,35,80.33333333333333,True,False,False,False,True,False,False,False,False,False,True,False,True,male
74,81,83,36,79.33333333333333,False,False,False,True,False,False,False,False,False,False,True,True,True,female
50,64,59,37,57.666666666666664,False,False,False,True,False,False,False,False,False,True,False,True,True,female
75,90,88,38,84.33333333333333,False,False,False,True,False,False,False,False,False,False,False,False,True,female
57,56,57,39,56.666666666666664,True,True,False,False,False,False,False,False,False,False,False,True,True,male
55,61,54,40,56.666666666666664,True,False,True,False,False,False,False,False,False,False,False,True,True,male
58,73,68,41,66.33333333333333,False,False,True,False,False,False,False,False,False,False,True,True,True,female
53,58,65,42,58.666666666666664,False,True,False,False,False,False,False,False,False,False,True,True,True,female
59,65,66,43,63.333333333333336,True,True,False,False,False,False,False,False,True,False,False,False,True,male
50,56,54,44,53.333333333333336,False,False,False,False,True,False,False,False,False,False,False,True,True,female
65,54,57,45,58.666666666666664,True,True,False,False,False,False,False,False,False,False,True,True,True,male
55,65,62,46,60.666666666666664,False,False,False,False,False,False,False,False,False,False,True,False,True,female
66,71,76,47,71.0,False,False,True,False,False,False,True,False,False,False,True,True,True,female
57,74,76,48,69.0,False,False,False,True,False,False,False,False,False,False,False,False,True,female
82,84,82,49,82.66666666666667,True,False,True,False,False,False,True,False,False,False,True,False,True,male
53,55,48,50,52.0,True,False,False,False,True,False,False,False,True,False,True,True,True,male
77,69,68,51,71.33333333333333,True,False,False,False,True,False,False,False,False,False,False,False,True,male
53,44,42,52,46.333333333333336,True,False,True,False,False,False,False,False,True,False,True,True,False,male
88,78,75,53,80.33333333333333,True,False,False,True,False,False,True,False,False,False,True,True,True,male
71,84,87,54,80.66666666666667,False,False,True,False,False,False,False,False,False,True,False,False,True,female
33,41,43,55,39.0,False,False,True,False,False,False,True,False,False,False,False,True,False,female
82,85,86,56,84.33333333333333,False,False,False,False,True,False,False,False,False,False,True,False,True,female
52,55,49,57,52.0,True,False,False,True,False,False,False,False,False,False,True,True,True,male
58,59,58,58,58.333333333333336,True,False,False,True,False,False,False,False,True,False,True,False,True,male
79,74,72,59,75.0,True,False,False,False,True,True,False,False,False,False,False,False,True,male
39,39,34,60,37.333333333333336,True,False,False,False,False,False,False,False,False,True,False,True,False,male
62,61,55,61,59.333333333333336,True,False,False,False,False,False,False,False,False,False,False,True,True,male
69,80,71,62,73.33333333333333,False,False,True,False,False,False,False,False,False,False,True,True,True,female
59,58,59,63,58.666666666666664,False,False,False,True,False,False,False,False,False,True,True,True,True,female
67,64,61,64,64.0,True,True,False,False,False,False,False,False,False,True,True,True,True,male
45,37,37,65,39.666666666666664,True,False,False,True,False,False,False,False,False,True,False,True,False,male
60,72,74,66,68.66666666666667,False,False,True,False,False,False,False,False,True,False,True,True,True,female
61,58,56,67,58.333333333333336,True,True,False,False,False,False,False,False,False,False,False,True,True,male
39,64,57,68,53.333333333333336,False,False,True,False,False,False,False,False,False,False,True,True,True,female
58,63,73,69,64.66666666666667,False,False,False,True,False,False,False,False,True,False,False,False,True,female
63,55,63,70,60.333333333333336,True,False,False,True,False,False,False,False,True,False,True,False,True,male
41,51,48,71,46.666666666666664,False,False,False,False,False,False,False,False,False,False,False,True,False,female
61,57,56,72,58.0,True,False,True,False,False,False,False,False,False,True,False,True,True,male
49,49,41,73,46.333333333333336,True,False,True,False,False,False,False,False,False,True,True,True,False,male
44,41,38,74,41.0,True,True,False,False,False,False,False,False,False,False,False,True,False,male
80,78,81,75,79.66666666666667,True,False,False,False,False,True,False,False,False,False,True,False,True,male
61,74,72,76,69.0,False,False,False,True,False,False,False,False,False,True,True,False,True,female
62,68,68,77,66.0,False,False,False,False,True,False,False,True,False,False,True,True,True,female
47,49,50,78,48.666666666666664,False,True,False,False,False,False,False,False,False,False,True,True,False,female
49,45,45,79,46.333333333333336,True,True,False,False,False,False,True,False,False,False,False,True,False,male
50,47,54,80,50.333333333333336,True,False,False,False,False,False,False,False,True,False,False,False,True,male
72,64,63,81,66.33333333333333,True,False,False,False,True,False,False,False,False,False,True,True,True,male
42,39,34,82,38.333333333333336,True,False,False,True,False,False,True,False,False,False,False,True,False,male
73,80,82,83,78.33333333333333,False,False,True,False,False,False,False,False,True,False,True,True,True,female
76,83,88,84,82.33333333333333,False,False,True,False,False,False,False,False,True,False,False,True,True,female
71,71,74,85,72.0,False,False,False,True,False,False,False,False,False,False,True,True,True,female
58,70,67,86,65.0,False,False,False,False,False,False,False,False,True,False,True,True,True,female
73,86,82,87,80.33333333333333,False,False,False,True,False,False,False,False,False,True,True,True,True,female
65,72,74,88,70.33333333333333,False,False,True,False,False,True,False,False,False,False,True,True,True,female
27,34,36,89,32.333333333333336,True,False,True,False,False,False,True,False,False,False,False,True,False,male
71,79,71,90,73.66666666666667,True,False,True,False,False,False,True,False,False,False,True,True,True,male
43,45,50,91,46.0,True,False,True,False,False,False,False,False,False,False,False,False,False,male
79,86,92,92,85.66666666666667,False,True,False,False,False,False,False,False,True,False,True,True,True,female
78,81,82,93,80.33333333333333,True,False,True,False,False,False,False,False,False,False,False,False,True,male
65,66,62,94,64.33333333333333,True,True,False,False,False,False,False,False,False,True,True,False,True,male
63,72,70,95,68.33333333333333,False,False,False,False,True,False,False,False,True,False,True,False,True,female
58,67,62,96,62.333333333333336,False,False,False,True,False,False,False,False,True,False,False,True,True,female
65,67,62,97,64.66666666666667,False,False,False,True,False,True,False,False,False,False,True,True,True,female
79,67,67,98,71.0,True,True,False,False,False,False,False,False,True,False,True,True,True,male
68,74,74,99,72.0,True,False,False,True,False,True,False,False,False,False,True,False,True,male
85,91,89,100,88.33333333333333,False,False,False,True,False,False,False,False,False,False,True,True,True,female
60,44,47,101,50.333333333333336,True,True,False,False,False,False,True,False,False,False,True,False,True,male
98,86,90,102,91.33333333333333,True,False,True,False,False,False,False,False,True,False,True,False,True,male
58,67,72,103,65.66666666666667,False,False,True,False,False,False,False,False,True,False,True,True,True,female
87,100,100,104,95.66666666666667,False,False,False,True,False,False,False,True,False,False,True,True,True,female
66,63,64,105,64.33333333333333,True,False,False,False,True,False,False,False,False,False,True,False,True,male
52,76,70,106,66.0,False,True,False,False,False,False,False,False,False,False,False,True,True,female
70,64,72,107,68.66666666666667,False,True,False,False,False,False,False,False,False,True,True,True,True,female
77,89,98,108,88.0,False,False,False,True,False,False,False,False,False,False,False,False,True,female
62,55,49,109,55.333333333333336,True,False,True,False,False,False,True,False,False,False,True,True,True,male
54,53,47,110,51.333333333333336,True,False,False,False,False,False,False,False,False,False,True,True,True,male
51,58,54,111,54.333333333333336,False,False,False,True,False,False,False,False,True,False,True,True,True,female
99,100,100,112,99.66666666666667,False,False,False,False,True,True,False,False,False,False,True,False,True,female
84,77,74,113,78.33333333333333,True,False,True,False,False,False,True,False,False,False,True,True,True,male
75,85,82,114,80.66666666666667,False,True,False,False,False,True,False,False,False,False,False,True,True,female
78,82,79,115,79.66666666666667,False,False,False,True,False,True,False,False,False,False,True,True,True,female
51,63,61,116,58.333333333333336,False,False,False,True,False,False,False,False,False,True,True,True,True,female
55,69,65,117,63.0,False,False,True,False,False,False,False,False,True,False,True,True,True,female
79,92,89,118,86.66666666666667,False,False,True,False,False,True,False,False,False,False,True,False,True,female
91,89,92,119,90.66666666666667,True,True,False,False,False,False,False,False,False,False,True,False,True,male
88,93,93,120,91.33333333333333,False,False,True,False,False,False,False,False,True,False,True,False,True,female
63,57,56,121,58.666666666666664,True,False,False,True,False,False,True,False,False,False,False,True,True,male
83,80,73,122,78.66666666666667,True,False,False,False,True,False,False,False,True,False,True,True,True,male
87,95,86,123,89.33333333333333,False,True,False,False,False,False,True,False,False,False,True,True,True,female
72,68,67,124,69.0,True,True,False,False,False,False,False,False,False,True,True,True,True,male
65,77,74,125,72.0,True,False,False,True,False,False,False,False,True,False,True,False,True,male
82,82,74,126,79.33333333333333,True,False,False,True,False,False,False,True,False,False,True,True,True,male
51,49,51,127,50.333333333333336,False,False,False,False,False,True,False,False,False,False,True,True,True,female
89,84,82,128,85.0,True,False,False,True,False,False,False,True,False,False,True,True,True,male
53,37,40,129,43.333333333333336,True,False,True,False,False,False,False,False,False,True,False,False,False,male
87,74,70,130,77.0,True,False,False,False,True,False,False,False,True,False,False,False,True,male
75,81,84,131,80.0,False,False,True,False,False,False,False,False,True,False,True,False,True,female
74,79,75,132,76.0,True,False,False,True,False,True,False,False,False,False,False,False,True,male
58,55,48,133,53.666666666666664,True,False,True,False,False,True,False,False,False,False,True,True,True,male
51,54,41,134,48.666666666666664,True,True,False,False,False,False,False,False,False,True,True,False,False,male
70,55,56,135,60.333333333333336,True,False,False,False,True,False,True,False,False,False,True,True,True,male
59,66,67,136,64.0,False,False,True,False,False,False,False,False,False,False,True,True,True,female
71,61,69,137,67.0,True,False,False,True,False,False,False,False,True,False,True,False,True,male
76,72,71,138,73.0,False,False,False,True,False,False,False,False,False,True,True,True,True,female
59,62,64,139,61.666666666666664,False,False,True,False,False,False,False,False,True,False,False,True,True,female
42,55,54,140,50.333333333333336,False,False,False,False,True,False,False,False,True,False,False,False,True,female
57,43,47,141,49.0,True,False,False,False,False,False,True,False,False,False,True,True,False,male
88,73,78,142,79.66666666666667,True,False,False,True,False,False,False,False,True,False,True,True,True,male
88,84,75,143,82.33333333333333,True,True,False,False,False,False,False,False,False,True,True,True,True,male
73,68,66,144,69.0,True,False,True,False,False,False,False,False,False,False,False,True,True,male
68,75,81,145,74.66666666666667,False,False,False,True,False,True,False,False,False,False,True,False,True,female
100,100,93,146,97.66666666666667,True,False,False,False,True,False,False,False,False,False,False,False,True,male
62,67,69,147,66.0,True,False,False,False,False,False,False,False,False,True,True,False,True,male
77,67,68,148,70.66666666666667,True,False,False,False,False,True,False,False,False,False,True,True,True,male
59,70,66,149,65.0,False,True,False,False,False,False,False,False,False,False,True,False,True,female
54,49,47,150,50.0,True,False,False,True,False,True,False,False,False,False,True,True,True,male
62,67,61,151,63.333333333333336,True,False,False,True,False,False,False,False,False,True,True,True,True,male
70,89,88,152,82.33333333333333,False,False,True,False,False,False,False,False,True,False,True,False,True,female
66,74,78,153,72.66666666666667,False,False,False,False,True,False,True,False,False,False,False,False,True,female
60,60,60,154,60.0,True,True,False,False,False,False,False,False,True,False,False,True,True,male
61,86,87,155,78.0,False,True,False,False,False,False,False,False,False,False,True,False,True,female
66,62,64,156,64.0,True,False,False,True,False,False,False,False,False,False,False,True,True,male
82,78,74,157,78.0,True,True,False,False,False,False,False,False,False,False,False,False,True,male
75,88,85,158,82.66666666666667,False,False,False,False,True,False,False,False,True,False,False,False,True,female
49,53,52,159,51.333333333333336,True,True,False,False,False,False,False,True,False,False,False,True,True,male
52,53,49,160,51.333333333333336,True,False,True,False,False,False,True,False,False,False,True,True,True,male
81,92,91,161,88.0,False,False,False,False,True,False,False,True,False,False,True,True,True,female
96,100,100,162,98.66666666666667,False,False,True,False,False,True,False,False,False,False,True,False,True,female
53,51,51,163,51.666666666666664,True,False,True,False,False,False,True,False,False,False,False,False,True,male
58,76,78,164,70.66666666666667,False,True,False,False,False,False,False,True,False,False,False,False,True,female
68,83,78,165,76.33333333333333,False,True,False,False,False,False,True,False,False,False,True,False,True,female
67,75,70,166,70.66666666666667,False,False,True,False,False,False,False,False,True,False,False,False,True,female
72,73,74,167,73.0,True,False,False,False,False,False,True,False,False,False,True,False,True,male
94,88,78,168,86.66666666666667,True,False,False,False,True,False,False,False,False,True,True,True,True,male
79,86,81,169,82.0,False,False,False,True,False,False,False,False,True,False,True,True,True,female
63,67,70,170,66.66666666666667,False,False,True,False,False,False,False,False,False,False,True,True,True,female
43,51,54,171,49.333333333333336,False,False,True,False,False,True,False,False,False,False,False,False,False,female
81,91,87,172,86.33333333333333,False,False,True,False,False,False,False,True,False,False,True,False,True,female
46,54,58,173,52.666666666666664,False,True,False,False,False,False,True,False,False,False,False,False,True,female
71,77,77,174,75.0,False,False,True,False,False,False,False,False,False,False,True,False,True,female
52,70,62,175,61.333333333333336,False,True,False,False,False,False,False,True,False,False,False,False,True,female
97,100,100,176,99.0,False,False,False,True,False,False,False,False,False,True,True,False,True,female
62,68,75,177,68.33333333333333,True,False,True,False,False,False,False,True,False,False,False,False,True,male
46,64,66,178,58.666666666666664,False,False,True,False,False,False,False,False,True,False,False,True,True,female
50,50,47,179,49.0,False,False,False,False,True,False,True,False,False,False,True,True,False,female
65,69,70,180,68.0,False,False,False,True,False,False,False,False,False,False,True,True,True,female
45,52,49,181,48.666666666666664,True,False,True,False,False,False,False,False,False,True,False,False,False,male
65,67,65,182,65.66666666666667,True,False,True,False,False,False,False,False,False,False,False,False,True,male
80,76,65,183,73.66666666666667,True,False,False,False,True,False,True,False,False,False,True,True,True,male
62,66,68,184,65.33333333333333,True,False,False,True,False,False,False,False,False,True,True,False,True,male
48,52,45,185,48.333333333333336,True,True,False,False,False,False,False,False,False,True,False,True,False,male
77,88,87,186,84.0,False,False,True,False,False,True,False,False,False,False,True,True,True,female
66,65,69,187,66.66666666666667,False,False,False,False,True,False,False,False,False,False,True,True,True,female
76,83,79,188,79.33333333333333,True,False,False,True,False,False,False,False,True,False,True,False,True,male
62,64,66,189,64.0,False,True,False,False,False,False,False,False,False,True,True,True,True,female
77,62,62,190,67.0,True,False,False,True,False,False,False,False,True,False,True,False,True,male
69,84,85,191,79.33333333333333,False,False,True,False,False,False,False,True,False,False,True,False,True,female
61,55,52,192,56.0,True,False,False,True,False,False,False,False,False,False,True,True,True,male
59,69,65,193,64.33333333333333,True,False,True,False,False,False,False,False,False,True,False,False,True,male
55,56,51,194,54.0,True,False,False,False,True,False,True,False,False,False,False,True,True,male
45,53,55,195,51.0,False,True,False,False,False,False,False,False,True,False,False,True,True,female
78,79,76,196,77.66666666666667,False,True,False,False,False,True,False,False,False,False,False,True,True,female
67,84,86,197,79.0,False,False,True,False,False,False,False,False,False,False,True,False,True,female
65,81,77,198,74.33333333333333,False,False,False,True,False,False,False,False,True,False,False,True,True,female
69,77,69,199,71.66666666666667,True,False,True,False,False,False,False,False,False,False,True,True,True,male
57,69,68,200,64.66666666666667,False,True,False,False,False,False,False,False,False,False,True,True,True,female
59,41,42,201,47.333333333333336,True,False,True,False,False,False,False,False,True,False,True,True,False,male
74,71,78,202,74.33333333333333,True,False,False,True,False,False,False,False,False,True,True,False,True,male
82,62,62,203,68.66666666666667,True,False,False,False,True,True,False,False,False,False,True,True,True,male
81,80,76,204,79.0,True,False,False,False,True,False,True,False,False,False,True,False,True,male
74,81,76,205,77.0,False,True,False,False,False,False,False,False,True,False,False,True,True,female
58,61,66,206,61.666666666666664,False,True,False,False,False,False,False,False,True,False,False,True,True,female
80,79,79,207,79.33333333333333,True,False,False,True,False,False,False,False,False,True,False,False,True,male
42,62,60,208,54.666666666666664,False,False,True,False,False,False,True,False,False,False,False,True,True,female
60,51,56,209,55.666666666666664,True,False,True,False,False,False,False,False,False,False,False,False,True,male
87,91,81,210,86.33333333333333,True,False,False,False,True,False,True,False,False,False,True,False,True,male
84,83,75,211,80.66666666666667,True,True,False,False,False,False,False,False,False,True,True,False,True,male
83,86,88,212,85.66666666666667,False,False,False,False,True,False,False,False,False,False,False,False,True,female
34,42,39,213,38.333333333333336,False,False,True,False,False,False,True,False,False,False,False,True,False,female
66,77,70,214,71.0,True,True,False,False,False,False,True,False,False,False,False,True,True,male
61,56,56,215,57.666666666666664,True,True,False,False,False,False,False,False,False,True,True,False,True,male
56,68,74,216,66.0,False,False,False,True,False,False,True,False,False,False,True,False,True,female
87,85,73,217,81.66666666666667,True,True,False,False,False,False,False,False,False,False,True,True,True,male
55,65,62,218,60.666666666666664,False,False,True,False,False,False,False,False,False,True,False,True,True,female
86,80,75,219,80.33333333333333,True,False,False,True,False,False,False,False,False,True,True,True,True,male
52,66,73,220,63.666666666666664,False,True,False,False,False,False,False,False,False,False,True,False,True,female
45,56,54,221,51.666666666666664,False,False,False,False,True,False,False,True,False,False,False,True,True,female
72,72,71,222,71.66666666666667,False,False,True,False,False,False,False,False,True,False,True,True,True,female
57,50,54,223,53.666666666666664,True,False,False,True,False,False,True,False,False,False,True,True,True,male
68,72,64,224,68.0,True,False,False,False,False,False,False,False,False,True,False,True,True,male
88,95,94,225,92.33333333333333,False,False,True,False,False,False,False,False,True,False,True,False,True,female
76,64,66,226,68.66666666666667,True,False,False,True,False,False,False,False,True,False,True,True,True,male
46,43,42,227,43.666666666666664,True,False,True,False,False,False,False,False,False,False,True,True,False,male
67,86,83,228,78.66666666666667,False,True,False,False,False,True,False,False,False,False,True,True,True,female
92,87,78,229,85.66666666666667,True,False,False,False,True,False,False,False,False,True,True,True,True,male
83,82,84,230,83.0,True,False,True,False,False,True,False,False,False,False,True,False,True,male
80,75,77,231,77.33333333333333,True,False,False,True,False,False,False,False,False,False,True,True,True,male
63,66,67,232,65.33333333333333,True,False,False,True,False,True,False,False,False,False,False,True,True,male
64,60,74,233,66.0,False,False,False,True,False,False,False,False,False,True,True,False,True,female
54,52,51,234,52.333333333333336,True,True,False,False,False,False,False,False,True,False,True,True,True,male
84,80,80,235,81.33333333333333,True,False,True,False,False,False,False,False,False,False,True,True,True,male
73,68,66,236,69.0,True,False,False,True,False,False,True,False,False,False,False,False,True,male
80,83,83,237,82.0,False,False,False,False,True,True,False,False,False,False,True,True,True,female
56,52,55,238,54.333333333333336,False,False,False,True,False,False,True,False,False,False,True,True,True,female
59,51,43,239,51.0,True,False,False,False,True,False,False,False,True,False,True,True,True,male
75,74,69,240,72.66666666666667,True,False,False,True,False,False,False,False,False,True,True,True,True,male
85,76,71,241,77.33333333333333,True,False,True,False,False,False,False,False,False,False,True,True,True,male
89,76,74,242,79.66666666666667,True,False,False,False,True,False,False,False,False,False,True,True,True,male
58,70,68,243,65.33333333333333,False,True,False,False,False,False,True,False,False,False,True,False,True,female
65,64,62,244,63.666666666666664,False,True,False,False,False,False,True,False,False,False,True,True,True,female
68,60,53,245,60.333333333333336,True,False,True,False,False,False,True,False,False,False,True,True,True,male
47,49,49,246,48.333333333333336,True,False,False,False,False,False,False,False,False,True,True,False,False,male
71,83,83,247,79.0,False,False,False,True,False,False,False,False,True,False,False,True,True,female
60,70,70,248,66.66666666666667,False,True,False,False,False,False,False,False,False,True,True,False,True,female
80,80,72,249,77.33333333333333,True,False,False,True,False,False,False,True,False,False,True,True,True,male
54,52,52,250,52.666666666666664,True,False,False,True,False,False,True,False,False,False,True,True,True,male
62,73,70,251,68.33333333333333,False,False,False,False,True,False,False,False,True,False,True,True,True,female
64,73,68,252,68.33333333333333,False,False,True,False,False,False,False,False,False,False,False,True,True,female
78,77,77,253,77.33333333333333,True,False,True,False,False,False,False,False,False,False,True,False,True,male
70,75,78,254,74.33333333333333,False,True,False,False,False,False,False,False,True,False,True,True,True,female
65,81,81,255,75.66666666666667,False,False,True,False,False,False,False,True,False,False,False,False,True,female
64,79,77,256,73.33333333333333,False,False,True,False,False,False,False,False,False,True,False,False,True,female
79,79,78,257,78.66666666666667,True,False,True,False,False,False,False,False,True,False,True,False,True,male
44,50,51,258,48.333333333333336,False,False,True,False,False,False,False,False,False,True,False,True,False,female
99,93,90,259,94.0,False,False,False,False,True,False,True,False,False,False,True,True,True,female
76,73,68,260,72.33333333333333,True,False,False,True,False,False,True,False,False,False,True,True,True,male
59,42,41,261,47.333333333333336,True,False,False,True,False,False,False,False,False,True,False,True,False,male
63,75,81,262,73.0,False,False,True,False,False,True,False,False,False,False,True,True,True,female
69,72,77,263,72.66666666666667,False,False,False,True,False,False,True,False,False,False,True,True,True,female
88,92,95,264,91.66666666666667,False,False,False,True,False,False,False,False,False,False,True,False,True,female
71,76,70,265,72.33333333333333,False,False,False,False,True,False,False,False,True,False,False,True,True,female
69,63,61,266,64.33333333333333,True,False,True,False,False,True,False,False,False,False,True,True,True,male
58,49,42,267,49.666666666666664,True,False,True,False,False,False,False,False,True,False,True,True,False,male
47,53,58,268,52.666666666666664,False,False,False,True,False,False,False,False,False,False,False,True,True,female
65,70,71,269,68.66666666666667,False,False,False,True,False,False,False,False,True,False,True,True,True,female
88,85,76,270,83.0,True,True,False,False,False,False,False,False,True,False,True,False,True,male
83,78,73,271,78.0,True,False,True,False,False,True,False,False,False,False,True,True,True,male
85,92,93,272,90.0,False,False,True,False,False,False,False,False,False,True,True,False,True,female
59,63,75,273,65.66666666666667,False,False,False,False,True,False,True,False,False,False,True,False,True,female
65,86,80,274,77.0,False,False,True,False,False,False,False,False,False,True,False,True,True,female
73,56,57,275,62.0,True,True,False,False,False,True,False,False,False,False,False,True,True,male
53,52,42,276,49.0,True,False,False,True,False,False,True,False,False,False,True,True,False,male
45,48,46,277,46.333333333333336,True,False,False,True,False,False,True,False,False,False,True,True,False,male
73,79,84,278,78.66666666666667,False,False,False,True,False,True,False,False,False,False,False,True,True,female
70,78,78,279,75.33333333333333,False,False,False,True,False,False,False,False,True,False,False,False,True,female
37,46,46,280,43.0,False,True,False,False,False,False,False,False,False,True,True,True,False,female
81,82,82,281,81.66666666666667,True,True,False,False,False,False,False,False,False,False,True,False,True,male
97,82,88,282,89.0,True,False,False,False,True,False,False,False,False,False,True,False,True,male
67,89,82,283,79.33333333333333,False,True,False,False,False,False,False,False,False,True,True,True,True,female
88,75,76,284,79.66666666666667,True,True,False,False,False,True,False,False,False,False,False,True,True,male
77,76,77,285,76.66666666666667,True,False,False,False,True,False,False,False,False,True,True,False,True,male
76,70,68,286,71.33333333333333,True,False,True,False,False,False,False,False,False,False,True,True,True,male
86,73,70,287,76.33333333333333,True,False,False,True,False,False,False,False,False,True,True,True,True,male
63,60,57,288,60.0,True,False,True,False,False,False,False,False,False,True,True,False,True,male
65,73,75,289,71.0,False,False,False,False,True,True,False,False,False,False,True,True,True,female
78,77,80,290,78.33333333333333,True,False,False,True,False,False,True,False,False,False,False,False,True,male
67,62,60,291,63.0,True,True,False,False,False,False,False,False,False,False,False,True,True,male
46,41,43,292,43.333333333333336,True,False,False,False,False,False,False,False,False,True,True,False,False,male
71,74,68,293,71.0,True,False,False,False,True,False,False,False,False,False,True,False,True,male
40,46,50,294,45.333333333333336,True,False,True,False,False,False,True,False,False,False,False,False,False,male
90,87,75,295,84.0,True,False,False,True,False,False,False,False,False,False,False,True,True,male
81,78,81,296,80.0,True,False,False,False,False,False,False,False,True,False,False,False,True,male
56,54,52,297,54.0,True,False,False,True,False,False,False,False,False,True,False,True,True,male
67,84,81,298,77.33333333333333,False,False,True,False,False,False,False,False,False,False,True,False,True,female
80,76,64,299,73.33333333333333,True,True,False,False,False,False,False,False,False,False,True,True,True,male
74,75,83,300,77.33333333333333,False,False,True,False,False,False,False,False,False,False,True,False,True,female
69,67,69,301,68.33333333333333,True,False,False,False,False,False,False,False,True,False,True,True,True,male
99,87,81,302,89.0,True,False,False,False,True,False,False,False,True,False,True,False,True,male
51,52,44,303,49.0,True,False,True,False,False,False,False,False,False,True,True,True,False,male
53,71,67,304,63.666666666666664,False,True,False,False,False,False,False,False,False,False,False,True,True,female
49,57,52,305,52.666666666666664,False,False,False,True,False,False,True,False,False,False,False,True,True,female
73,76,80,306,76.33333333333333,False,True,False,False,False,False,False,False,False,False,True,True,True,female
66,60,57,307,61.0,True,True,False,False,False,True,False,False,False,False,True,True,True,male
67,61,68,308,65.33333333333333,True,False,False,True,False,True,False,False,False,False,True,False,True,male
68,67,69,309,68.0,False,False,True,False,False,False,False,False,False,False,False,False,True,female
59,64,75,310,66.0,False,False,True,False,False,True,False,False,False,False,True,False,True,female
71,66,65,311,67.33333333333333,True,False,True,False,False,False,True,False,False,False,True,True,True,male
77,82,91,312,83.33333333333333,False,False,False,True,False,False,False,True,False,False,True,False,True,female
83,72,78,313,77.66666666666667,True,False,True,False,False,False,False,False,False,False,True,True,True,male
63,71,69,314,67.66666666666667,True,True,False,False,False,True,False,False,False,False,True,True,True,male
56,65,63,315,61.333333333333336,False,False,False,True,False,False,False,False,False,False,False,True,True,female
67,79,84,316,76.66666666666667,False,False,True,False,False,False,True,False,False,False,False,False,True,female
75,86,79,317,80.0,False,False,False,False,True,False,True,False,False,False,True,True,True,female
71,81,80,318,77.33333333333333,False,False,True,False,False,False,False,False,True,False,True,True,True,female
43,53,53,319,49.666666666666664,False,False,True,False,False,False,False,False,False,True,False,True,False,female
41,46,43,320,43.333333333333336,False,False,True,False,False,False,True,False,False,False,False,True,False,female
